AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A683124,,7/8/2014 11:58,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A673906,Dori,3/5/2014 18:45,Return_to_owner,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White/Tan
A672461,Sheba,2/16/2014 17:33,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
A718648,Xena,1/6/2016 16:20,Return_to_owner,,Dog,Spayed Female,4 years,Miniature Schnauzer Mix,Gray/White
A681582,Walter,7/5/2014 18:14,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/Gray
A700463,Atticus,5/19/2015 15:49,Adoption,Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A669246,,12/19/2013 13:09,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A712240,Carlisle,11/14/2015 13:09,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A698452,Onyx,4/7/2015 11:29,Adoption,Foster,Dog,Spayed Female,1 month,Dachshund/Pug,Black/White
A674637,,3/16/2014 14:37,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A679123,Goldie,5/20/2014 17:17,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Yellow
A704224,,6/2/2015 17:28,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A692007,Mimi,1/2/2015 14:04,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Longhair Mix,Blue Tabby
A670667,Jessie,1/13/2014 11:07,Return_to_owner,,Dog,Spayed Female,3 years,Jack Russell Terrier Mix,Tan/White
A704714,Paloma,8/31/2015 18:22,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black
A706469,,6/29/2015 17:26,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A716220,Easy,11/17/2015 0:00,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan
A680237,,6/6/2014 17:32,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black
A690561,Sissy,11/21/2014 14:16,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A662354,Elliott,10/13/2013 17:47,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A676276,Evee,6/20/2014 15:56,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A682687,,7/5/2014 17:30,Transfer,Partner,Dog,Neutered Male,3 years,Pug,Fawn/Black
A715210,,11/3/2015 17:35,Adoption,,Dog,Spayed Female,2 months,Cocker Spaniel/Labrador Retriever,White/Tan
A678142,Kathrine,5/10/2014 13:14,Adoption,,Dog,Spayed Female,6 months,Catahoula/Alaskan Husky,Tan/White
A692300,Sky,11/23/2014 18:09,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A688836,,9/30/2014 15:52,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Brown Brindle
A679158,,6/30/2014 17:26,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/German Shepherd,Black/White
A683857,Katie,10/12/2014 14:50,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,White/Brown Tabby
A699028,Hugsly,4/8/2015 14:42,Transfer,Partner,Cat,Neutered Male,10 years,Maine Coon Mix,Orange Tabby
A688434,Roxy,9/26/2014 14:24,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Red
A695215,August,8/1/2015 12:30,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A702474,Asher Finn,6/27/2015 11:45,Adoption,,Cat,Spayed Female,6 years,Snowshoe Mix,Tortie Point/White
A682727,Halo,7/15/2014 12:34,Adoption,,Dog,Neutered Male,1 year,Saluki/Labrador Retriever,Yellow/White
A692826,Charlie,6/9/2015 17:23,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Black/Tan
A679867,Ladybird,6/6/2014 11:26,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Yellow Brindle/White
A696320,Snuffle,2/6/2015 12:46,Transfer,Partner,Cat,Neutered Male,1 year,Siamese Mix,Blue Point
A676036,Takis,4/25/2014 16:20,Adoption,,Dog,Neutered Male,8 months,German Shepherd/Labrador Retriever,Sable
A698050,Penny,3/15/2015 11:34,Return_to_owner,,Dog,Intact Female,2 months,Mastiff Mix,Fawn/Black
A685514,Brisk,1/18/2015 16:42,Adoption,,Dog,Neutered Male,7 years,Boxer Mix,Brown/White
A685752,Piper,8/17/2014 17:41,Adoption,,Dog,Spayed Female,4 months,Collie Smooth Mix,Tricolor
A666820,Tolouse,12/24/2013 12:53,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A705240,Timber,7/15/2015 15:25,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees,White
A704226,,7/17/2015 17:28,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
A690612,,10/25/2014 12:46,Transfer,Partner,Dog,Intact Male,2 months,Cardigan Welsh Corgi Mix,Buff
A683581,Elaine,9/11/2014 13:21,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A716628,Cabbage,11/27/2015 15:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby
A710476,,8/25/2015 15:18,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A711279,,9/4/2015 17:48,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby/White
A690239,,10/16/2014 18:30,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black Smoke
A674810,Bruno,3/22/2014 17:49,Adoption,,Dog,Neutered Male,3 years,Queensland Heeler/Basset Hound,Blue Tick/Red Tick
A692676,,11/28/2014 15:58,Transfer,Partner,Dog,Intact Male,4 months,Manchester Terrier Mix,Black/White
A700592,Jessie,4/18/2015 14:36,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Lynx Point
A703205,,5/22/2015 9:00,Transfer,SCRP,Cat,Unknown,4 years,Domestic Medium Hair Mix,Black/White
A684966,Rafe,8/6/2014 14:23,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A719640,,1/29/2016 20:57,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A668139,Holly,12/23/2013 18:53,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Brown Brindle
A692103,,11/18/2014 17:35,Adoption,,Dog,Spayed Female,2 months,Irish Terrier Mix,Yellow
A701925,,5/7/2015 14:46,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A678305,,5/7/2014 18:07,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Blue
A680207,Rico,5/30/2014 19:25,Transfer,Partner,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,Black/Tan
A698140,Meow Meow,3/18/2015 16:51,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby
A191351,Bri-Bri,11/17/2015 13:29,Return_to_owner,,Cat,Intact Female,16 years,Domestic Longhair Mix,Black/White
A709047,,8/4/2015 17:55,Transfer,Partner,Cat,Intact Female,3 months,Siamese Mix,Calico Point
A683274,George,7/16/2014 16:31,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier/Miniature Schnauzer,Brown/Gray
A720089,,2/15/2016 0:00,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Brown Merle/Tan
A674000,Glitzy,3/7/2014 18:25,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White
A663996,Zoe,10/13/2013 19:30,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
A700360,Uno,4/13/2015 15:08,Transfer,Partner,Dog,Intact Male,2 years,Boxer Mix,Brown Brindle/White
A690325,,10/21/2014 9:00,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Blue Tabby
A686870,Luna,9/7/2014 18:11,Adoption,,Dog,Spayed Female,4 years,Boxer/Pointer,Black/White
A690869,Sassy,12/27/2014 18:29,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A701542,,5/1/2015 0:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A689168,,9/30/2014 15:48,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A677206,Fifi,4/24/2014 12:34,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull/Siberian Husky,Tan/White
A679375,Sarah,5/20/2014 14:31,Return_to_owner,,Dog,Spayed Female,5 years,Shetland Sheepdog Mix,Tricolor/Black
A692614,Horton,12/9/2014 13:18,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A670230,G Money,1/6/2014 16:23,Return_to_owner,,Dog,Intact Male,9 months,Pit Bull Mix,Black Brindle
A549282,Emmitt,11/14/2015 15:46,Adoption,,Dog,Neutered Male,6 years,Pit Bull,Brown Brindle/White
A708883,,8/1/2015 17:58,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A694494,Fifi,3/13/2015 18:22,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black
A691753,Sage,11/8/2014 17:27,Return_to_owner,,Dog,Neutered Male,14 years,German Shepherd Mix,Gold
A685508,,8/8/2014 18:20,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A695722,Ella,2/3/2015 18:41,Adoption,,Dog,Spayed Female,8 months,Boxer/Australian Cattle Dog,Brown/White
A663980,Gwen,10/2/2013 16:39,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A714187,,10/20/2015 11:51,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Cream Tabby
A690249,,10/16/2014 18:33,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A671178,,1/26/2014 12:28,Transfer,Partner,Dog,Intact Male,10 months,Rottweiler Mix,Black/Tan
A719346,Cody,1/18/2016 11:09,Return_to_owner,,Dog,Neutered Male,5 years,Siberian Husky Mix,Red/White
A712860,Adella,10/7/2015 12:00,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A705337,Haylie,1/30/2016 15:03,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A685220,Nermal,10/9/2014 9:58,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A703309,Burt,5/27/2015 14:20,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown
A692509,,11/26/2014 12:11,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A690188,Manny,7/11/2015 12:33,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Black/White
A711131,Pig Pen,9/3/2015 18:23,Return_to_owner,,Dog,Neutered Male,2 years,Basset Hound Mix,Brown/White
A669882,Colt,1/8/2014 14:35,Transfer,Partner,Dog,Neutered Male,8 years,American Bulldog Mix,White/Tan
A682738,,7/2/2014 14:14,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Blue Tabby/White
A706351,Jax,7/2/2015 12:38,Transfer,Partner,Dog,Neutered Male,2 years,Cairn Terrier Mix,Brown/Black
A711153,Margot,9/7/2015 18:42,Adoption,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Blue
A711270,,10/22/2015 9:00,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A716103,,11/18/2015 19:25,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A708972,Lily,8/7/2015 13:41,Transfer,Partner,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Gray/White
A715548,Mr. Fuzzy,12/13/2015 13:07,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A708831,,12/2/2015 12:35,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A699608,,3/31/2015 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A695733,Hot Rod,1/25/2015 18:09,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A717027,Donut,12/13/2015 17:04,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown Brindle
A661697,,10/20/2013 12:26,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A714538,Rex,10/24/2015 17:55,Return_to_owner,,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Sable/White
A688372,Momo,10/21/2014 11:18,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Brown/White
A680572,Bobo,6/13/2014 15:04,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Brown/White
A704962,Chris,7/13/2015 17:33,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black/White
A665189,,10/15/2013 9:52,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Longhair Mix,Black/White
A666770,Josh,1/1/2014 13:32,Adoption,,Dog,Neutered Male,3 years,Siberian Husky Mix,Black/Brown
A679373,Buttercup,5/25/2014 13:56,Return_to_owner,,Dog,Spayed Female,1 year,Dachshund/Chihuahua Shorthair,Black/Tan
A700769,Max,4/19/2015 16:34,Euthanasia,Aggressive,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A711315,Booboos,9/8/2015 13:44,Return_to_owner,,Dog,Intact Male,5 years,Maltese,Buff
A603736,Bleu,1/9/2016 13:04,Adoption,,Dog,Spayed Female,8 years,Pit Bull,Blue/White
A669824,Jackson,11/15/2014 15:19,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A677316,Jasmine,5/7/2014 14:51,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A504801,Kitty,11/5/2014 17:59,Return_to_owner,,Cat,Neutered Male,7 years,Domestic Shorthair,Blue Tabby/White
A656945,Kiara,5/11/2014 13:10,Transfer,Partner,Dog,Spayed Female,1 year,Queensland Heeler Mix,Red Tick/Blue Tick
A679900,Irwin,5/30/2014 8:16,Return_to_owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White
A669307,King Richard,12/24/2013 12:51,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A717636,Chihiro,1/16/2016 17:54,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Orange Tabby
A669593,Uhmi,1/21/2014 11:44,Adoption,,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point
A715027,Rocko,11/14/2015 16:53,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
A713750,Mistery,10/21/2015 13:36,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A710522,Ginger,10/29/2015 18:49,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A677613,Molly,4/27/2014 13:59,Return_to_owner,,Dog,Spayed Female,9 years,Boston Terrier Mix,Black/White
A667258,,11/19/2013 17:22,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
A679524,,5/23/2014 19:06,Transfer,SCRP,Cat,Unknown,1 year,Domestic Medium Hair Mix,Black
A718152,Eve,1/6/2016 16:57,Transfer,Partner,Dog,Spayed Female,11 years,Australian Kelpie Mix,Black/Gray
A714222,Peter,12/8/2015 9:42,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White
A718938,Bernadette,1/16/2016 13:33,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie
A681990,,6/22/2014 15:11,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A708697,Ashleigh,9/24/2015 14:06,Adoption,,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White
A695758,Carter,1/26/2015 11:22,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull,White/Tan
A670287,Connie,1/29/2014 12:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico
A708422,Giblets,8/3/2015 0:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A689040,,9/28/2014 15:46,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A669927,T Rex,1/3/2014 17:25,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A719103,Chi Chi,1/30/2016 18:00,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tan/White
A669656,,12/30/2013 18:53,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Sable/White
A688168,Fox,9/21/2014 17:57,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow
A666969,Felix,11/15/2013 13:44,Transfer,Partner,Cat,Intact Male,3 years,Domestic Longhair,Black/White
A660389,Whiskey,1/20/2014 15:38,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Tan
A694206,,12/23/2014 18:03,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A688318,,9/22/2014 16:30,Transfer,Partner,Dog,Neutered Male,3 months,Standard Schnauzer/Toy Poodle,Black/Tan
A705988,Bear,6/29/2015 12:41,Transfer,Partner,Dog,Spayed Female,11 months,Havanese Mix,Black/White
A702271,,5/11/2015 17:26,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A677647,B. Dog,5/2/2014 17:01,Adoption,,Dog,Neutered Male,2 months,Cairn Terrier/Dachshund,Tan/White
A702697,Cowboy,7/4/2015 13:16,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A716217,Hobo,11/28/2015 15:18,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog Mix,White/Tan
A676735,Oscar,4/14/2014 17:14,Euthanasia,Suffering,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A697484,,2/25/2015 9:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue
A701138,Georgie,4/29/2015 12:59,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie
A690097,Thumper,10/15/2014 15:05,Transfer,Partner,Cat,Intact Male,1 month,Japanese Bobtail Mix,Blue
A673907,Sandy,3/5/2014 18:45,Return_to_owner,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White/Tan
A688046,Pearl,9/27/2014 17:11,Adoption,,Dog,Spayed Female,6 years,Miniature Poodle Mix,White
A680604,,6/5/2014 18:58,Transfer,SCRP,Cat,Intact Female,5 years,Maine Coon Mix,Brown Tabby
A632423,Rosco,10/20/2013 17:16,Adoption,,Dog,Neutered Male,3 years,Rottweiler,Black/Brown
A714869,Figaro,11/8/2015 0:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
A672195,Nutmeg,5/31/2014 14:43,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A670235,,1/5/2014 15:12,Transfer,Partner,Dog,Unknown,2 days,Pit Bull Mix,Blue/White
A714572,Tom,12/10/2015 18:40,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A710679,Jeramiah,12/24/2015 10:59,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Longhair Mix,Black
A666589,Marvin,12/23/2013 19:01,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A686308,Phoebe,8/21/2014 14:23,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A713998,Lion Cat,10/24/2015 13:32,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Longhair Mix,Brown Tabby/White
A664425,Simba,10/9/2013 17:26,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Tan
A683928,,7/21/2014 11:30,Died,Enroute,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A709046,,8/4/2015 17:55,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A661182,Argus,10/13/2013 11:36,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A719252,Precious,1/16/2016 14:56,Transfer,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Fawn
A706893,Corina,11/5/2015 15:37,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown Brindle
A692268,,11/22/2014 18:07,Transfer,Partner,Dog,Spayed Female,7 months,Australian Kelpie Mix,Buff
A667995,Caleb,12/20/2013 17:32,Transfer,Partner,Dog,Neutered Male,10 years,Border Collie/German Shepherd,Black/Brown
A708441,Mariska,8/17/2015 20:02,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A715007,,11/3/2015 16:48,Transfer,Partner,Dog,Spayed Female,3 months,Anatol Shepherd/Australian Cattle Dog,White/Tricolor
A707788,Max,8/23/2015 16:29,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red/White
A720316,Leo,2/12/2016 13:13,Adoption,,Dog,Neutered Male,11 months,Border Collie Mix,Black/White
A576866,Max,5/3/2015 18:32,Return_to_owner,,Dog,Neutered Male,7 years,Pit Bull,Tan/White
A678702,Junebug,7/19/2014 13:22,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Tabby
A705618,Nicolas,7/23/2015 14:51,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A696251,,2/4/2015 15:00,Transfer,Partner,Dog,Intact Female,3 weeks,Chihuahua Shorthair,Cream/White
A690728,,11/5/2014 10:54,Adoption,,Dog,Spayed Female,8 months,German Shepherd Mix,Black/Brown
A695471,,1/17/2015 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A702598,Petey,6/20/2015 19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A688680,,9/27/2014 18:51,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A703648,,5/27/2015 16:27,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black/White
A637559,Blue,3/27/2015 15:52,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull,Blue/White
A673614,Pookie,8/5/2014 17:06,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Calico
A680138,,5/30/2014 8:00,Transfer,SCRP,Cat,Intact Female,4 years,Domestic Shorthair Mix,White/Black
A689775,Princess,10/22/2014 13:29,Return_to_owner,,Dog,Spayed Female,2 years,Australian Shepherd Mix,Brown
A670958,,1/19/2014 17:33,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A679068,Idris,5/28/2014 15:19,Transfer,Partner,Cat,Unknown,2 years,Snowshoe Mix,Seal Point
A693409,,12/8/2014 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black
A710055,Navarro,8/25/2015 16:50,Adoption,,Dog,Neutered Male,5 years,Great Pyrenees Mix,White
A669792,,12/28/2013 16:22,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A708486,Neriah,8/10/2015 14:06,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico
A673366,Titan,2/24/2014 18:05,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan
A676344,,4/8/2014 14:01,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Torbie
A719244,Fitzwilliam,1/21/2016 16:50,Transfer,Partner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Brown
A447254,Montana,3/30/2015 18:02,Return_to_owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black/White
A713611,,10/13/2015 13:49,Transfer,Partner,Dog,Intact Male,5 months,Golden Retriever Mix,Yellow
A707452,,7/14/2015 9:00,Transfer,SCRP,Cat,Intact Female,4 years,Domestic Medium Hair Mix,Lynx Point
A712643,Sadie,9/29/2015 13:57,Return_to_owner,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White
A681572,Flynn,7/24/2014 12:33,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever/Blue Lacy,Blue/White
A684936,Spencer,8/11/2014 13:11,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Sable/White
A694108,,12/24/2014 16:22,Adoption,,Dog,Neutered Male,1 year,Dachshund/Beagle,Tricolor
A707352,Graybles,8/11/2015 0:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A666176,Scruffy,11/4/2013 16:27,Transfer,Partner,Dog,Neutered Male,1 year,Miniature Schnauzer/Yorkshire Terrier,Tricolor
A610680,Hershey,3/1/2014 16:45,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair/Miniature Pinscher,Chocolate/Tan
A672202,Belle,4/20/2014 18:25,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A674931,Zena,8/3/2014 18:27,Adoption,Foster,Dog,Spayed Female,2 years,Rottweiler/Pit Bull,Black/Brown
A680653,Monkey,6/16/2014 11:56,Transfer,Partner,Dog,Neutered Male,7 years,Shih Tzu Mix,Gray/White
A688322,,9/19/2014 12:46,Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A666167,Star,12/7/2013 18:47,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby/White
A666093,Kirby,11/22/2013 16:54,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A704492,,6/5/2015 16:04,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Plott Hound,Black Brindle/White
A684119,Prince,7/23/2014 18:06,Return_to_owner,,Dog,Neutered Male,7 months,Chihuahua Shorthair Mix,Brown/White
A685960,,8/19/2014 8:22,Transfer,Partner,Cat,Intact Male,6 days,Domestic Shorthair Mix,Black/White
A718304,,12/27/2015 15:17,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A705963,,6/23/2015 12:04,Transfer,Partner,Dog,Intact Male,3 months,Pit Bull Mix,White/Black
A691087,,10/30/2014 10:37,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby
A684780,Dakota,8/1/2014 11:12,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A706978,Jasper,7/22/2015 12:20,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/White
A707748,Socks,9/12/2015 17:28,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Blue/White
A671170,Tosca,3/23/2014 9:35,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
